BATSMAN ,BOWLER ,RUNS
M Manhas ,AM Nayar ,5
Y Nagar ,AA Chavan ,5
UT Khawaja ,Gurkeerat Singh ,5
MG Johnson ,B Kumar ,5
GH Vihari ,Azhar Mahmood ,5
AJ Finch ,SW Tait ,5
JD Ryder ,CH Gayle ,5
Y Venugopal Rao ,Iqbal Abdulla ,5
S Badrinath ,P Awana ,5
AR Patel ,A Choudhary ,5
PC Valthaty ,S Sreesanth ,5
AT Rayudu ,RP Singh ,5
BA Stokes ,T Natarajan ,5
JD Ryder ,AL Menaria ,5
R Ashwin ,NM Coulter-Nile ,5
AD Russell ,BE Hendricks ,5
AT Rayudu ,AC Thomas ,5
EJG Morgan ,Rashid Khan ,5
MS Bisla ,DT Christian ,5
BJ Haddin ,TM Dilshan ,5
R Vinay Kumar ,Iqbal Abdulla ,5
RA Jadeja ,DR Smith ,5
AT Rayudu ,M Ashwin ,5
Ishan Kishan ,MM Sharma ,5
DA Warner ,LR Shukla ,5
YV Takawale ,JH Kallis ,5
KH Pandya ,PJ Cummins ,5
AM Nayar ,DP Nannes ,5
DJ Hussey ,MM Sharma ,5
SM Katich ,M Muralitharan ,5
AL Menaria ,RJ Harris ,5
KM Jadhav ,CR Woakes ,5
RG Sharma ,CJ Anderson ,5
R Dhawan ,K Santokie ,5
YK Pathan ,A Singh ,5
RG Sharma ,A Ashish Reddy ,5
AM Nayar ,R Rampaul ,5
GC Smith ,SB Styris ,5
AA Jhunjhunwala ,MF Maharoof ,5
M Vijay ,Sandeep Sharma ,5
RR Powar ,A Mithun ,5
C de Grandhomme ,MJ Henry ,5
DA Warner ,R Vinay Kumar ,5
SPD Smith ,R Tewatia ,5
NV Ojha ,T Thushara ,5
RV Uthappa ,BE Hendricks ,5
AC Gilchrist ,GD McGrath ,5
J Botha ,S Randiv ,5
SE Marsh ,A Symonds ,5
AD Mascarenhas ,SL Malinga ,5
V Kohli ,M Ashwin ,5
KV Sharma ,KK Cooper ,5
AR Patel ,DS Kulkarni ,5
AB de Villiers ,B Lee ,5
KH Pandya ,LH Ferguson ,5
SA Yadav ,T Shamsi ,5
SP Narine ,A Nehra ,5
SC Ganguly ,VS Malik ,5
RT Ponting ,DP Nannes ,5
MN Samuels ,SK Raina ,5
DJ Bravo ,JA Morkel ,5
Mandeep Singh ,AD Mathews ,5
DT Christian ,JR Hopes ,5
AD Mathews ,DE Bollinger ,5
AS Raut ,DR Smith ,5
F du Plessis ,JH Kallis ,5
A Kumble ,SK Warne ,5
TM Dilshan ,JP Duminy ,5
LRPL Taylor ,DW Steyn ,5
MK Pandey ,Harmeet Singh ,5
Kamran Akmal ,WPUJC Vaas ,5
CJ Anderson ,Harbhajan Singh ,5
K Goel ,SR Watson ,5
JD Ryder ,M Muralitharan ,5
WP Saha ,Iqbal Abdulla ,5
LA Carseldine ,L Balaji ,5
CL White ,WD Parnell ,5
Harbhajan Singh ,JP Faulkner ,5
HH Pandya ,MC Henriques ,5
KAJ Roach ,Harbhajan Singh ,5
AT Rayudu ,I Sharma ,5
ER Dwivedi ,B Kumar ,5
Gurkeerat Singh ,TG Southee ,5
JC Buttler ,MM Patel ,5
JDS Neesham ,DR Smith ,5
SB Styris ,R Bhatia ,5
EJG Morgan ,P Parameswaran ,5
P Dogra ,JD Unadkat ,5
MK Pandey ,P Sahu ,5
IK Pathan ,CH Gayle ,5
RV Uthappa ,DJ Muthuswami ,5
PA Patel ,DT Christian ,5
DB Das ,DR Smith ,5
Y Venugopal Rao ,AM Nayar ,5
F du Plessis ,Gurkeerat Singh ,5
Q de Kock ,A Mishra ,5
IK Pathan ,WD Parnell ,5
GC Smith ,DL Vettori ,5
BA Stokes ,S Nadeem ,5
KS Williamson ,A Zampa ,5
JP Duminy ,Anureet Singh ,5
RV Uthappa ,LA Carseldine ,5
MK Tiwary ,Mohammed Siraj ,5
AL Menaria ,CK Langeveldt ,5
BMAJ Mendis ,RA Jadeja ,5
Yuvraj Singh ,JD Unadkat ,5
M Kaif ,D Kalyankrishna ,5
Bipul Sharma ,BA Stokes ,5
V Sehwag ,RN ten Doeschate ,5
DA Warner ,SS Sarkar ,5
GJ Maxwell ,SR Watson ,5
RV Uthappa ,S Tyagi ,5
R Dhawan ,SL Malinga ,5
MK Pandey ,AL Menaria ,5
B Akhil ,M Ntini ,5
M Manhas ,A Symonds ,5
JH Kallis ,DJ Hussey ,5
S Chanderpaul ,I Sharma ,5
TM Head ,C de Grandhomme ,5
KC Sangakkara ,AM Salvi ,5
HH Pandya ,DJ Bravo ,5
AM Nayar ,WD Parnell ,5
A Zampa ,A Mishra ,5
B Kumar ,Z Khan ,5
A Nehra ,MR Marsh ,5
SM Pollock ,MF Maharoof ,5
MK Tiwary ,MP Stoinis ,5
M Kaif ,Iqbal Abdulla ,5
AT Rayudu ,DS Kulkarni ,5
UBT Chand ,AB Dinda ,5
NV Ojha ,K Goel ,5
Mandeep Singh ,PP Ojha ,5
ST Jayasuriya ,SB Bangar ,5
DJ Hussey ,Sohail Tanvir ,5
PC Valthaty ,WD Parnell ,5
GC Smith ,SC Ganguly ,5
Mohammad Hafeez ,RP Singh ,5
SP Narine ,RP Singh ,5
AC Voges ,DW Steyn ,5
MK Tiwary ,MM Patel ,5
KM Jadhav ,KH Pandya ,5
ST Jayasuriya ,J Botha ,5
M Muralitharan ,Pankaj Singh ,5
RA Jadeja ,CRD Fernando ,5
AR Patel ,K Santokie ,5
KD Karthik ,RR Powar ,5
JEC Franklin ,DE Bollinger ,5
BR Dunk ,DW Steyn ,5
LA Pomersbach ,Z Khan ,5
B Chipli ,SK Trivedi ,5
HH Gibbs ,Mohammad Asif ,5
EJG Morgan ,KJ Abbott ,5
AC Voges ,AD Mathews ,5
Yuvraj Singh ,CRD Fernando ,5
MK Pandey ,RN ten Doeschate ,5
SW Tait ,P Parameswaran ,5
F du Plessis ,J Suchith ,5
SN Khan ,TG Southee ,5
RA Jadeja ,KC Cariappa ,5
R McLaren ,JD Ryder ,5
BJ Hodge ,PC Valthaty ,5
MS Bisla ,M Kartik ,5
AL Menaria ,SB Jakati ,5
R Dravid ,RG Sharma ,5
SL Malinga ,WD Parnell ,5
JH Kallis ,RS Gavaskar ,5
RG Sharma ,AF Milne ,5
Q de Kock ,M Muralitharan ,5
DJ Bravo ,BCJ Cutting ,5
M Manhas ,SW Tait ,5
VVS Laxman ,P Kumar ,5
B Lee ,SK Raina ,5
P Kumar ,KMDN Kulasekara ,5
MM Sharma ,YS Chahal ,5
Y Venugopal Rao ,IK Pathan ,5
AM Nayar ,RJ Harris ,5
NJ Maddinson ,Z Khan ,5
MK Tiwary ,SM Pollock ,5
B Chipli ,PC Valthaty ,5
Azhar Mahmood ,BW Hilfenhaus ,5
MJ Clarke ,SW Tait ,5
IK Pathan ,Yuvraj Singh ,5
Yuvraj Singh ,NM Coulter-Nile ,5
DJG Sammy ,CH Morris ,5
Yashpal Singh ,RA Jadeja ,5
AB Agarkar ,DS Kulkarni ,5
DJ Harris ,A Mithun ,5
TL Suman ,MM Patel ,5
RA Jadeja ,SN Thakur ,5
YK Pathan ,MA Starc ,5
M Kartik ,R Vinay Kumar ,5
HM Amla ,BCJ Cutting ,5
GJ Bailey ,MJ McClenaghan ,5
DS Kulkarni ,JJ Bumrah ,5
PC Valthaty ,SW Tait ,5
JDP Oram ,RP Singh ,5
AC Gilchrist ,KK Cooper ,5
B Sumanth ,M Muralitharan ,5
AD Mascarenhas ,JDP Oram ,5
SE Marsh ,SN Thakur ,5
PA Reddy ,R Sharma ,5
DPMD Jayawardene ,SR Tendulkar ,5
PP Chawla ,UT Yadav ,5
S Rana ,Mohammed Shami ,5
Bipul Sharma ,CJ Jordan ,5
M Kaif ,SK Raina ,5
M Manhas ,NJ Rimmington ,5
RA Jadeja ,CR Brathwaite ,5
RN ten Doeschate ,JD Unadkat ,5
KH Pandya ,Mohammed Shami ,5
SC Ganguly ,L Balaji ,5
EJG Morgan ,IK Pathan ,5
V Kohli ,M Kartik ,5
KM Jadhav ,D Wiese ,5
JA Morkel ,Mohammad Asif ,5
M Vohra ,P Kumar ,5
Harbhajan Singh ,T Thushara ,5
Swapnil Singh ,DT Christian ,5
JEC Franklin ,JH Kallis ,5
RR Rossouw ,B Kumar ,5
SS Tiwary ,Shoaib Malik ,5
KB Arun Karthik ,MG Johnson ,5
DPMD Jayawardene ,PD Collingwood ,5
G Gambhir ,B Lee ,5
GJ Bailey ,YS Chahal ,5
R Vinay Kumar ,MG Johnson ,5
DA Warner ,A Symonds ,5
A Mishra ,KV Sharma ,5
RR Sarwan ,RP Singh ,5
R Sharma ,A Nehra ,5
Y Nagar ,A Kumble ,5
P Dogra ,Z Khan ,5
Shoaib Malik ,VRV Singh ,5
MK Pandey ,DJG Sammy ,5
KS Williamson ,KC Cariappa ,5
A Mishra ,R Sharma ,5
KD Karthik ,S Gopal ,5
SR Tendulkar ,SP Narine ,5
EJG Morgan ,HV Patel ,5
Misbah-ul-Haq ,SB Bangar ,5
P Dogra ,PD Collingwood ,5
KH Pandya ,K Rabada ,5
CL White ,MS Gony ,5
KM Jadhav ,BW Hilfenhaus ,5
Azhar Mahmood ,KK Cooper ,5
LA Pomersbach ,DW Steyn ,5
BA Stokes ,MG Johnson ,5
CH Morris ,DS Kulkarni ,5
MK Pandey ,M Muralitharan ,5
M Vohra ,KA Pollard ,5
AB Barath ,RG Sharma ,5
DJ Harris ,VR Aaron ,5
SC Ganguly ,JEC Franklin ,5
R Dravid ,A Ashish Reddy ,5
CA Pujara ,R Bhatia ,5
JP Faulkner ,Z Khan ,5
VVS Laxman ,JA Morkel ,5
UT Khawaja ,NM Coulter-Nile ,5
DR Smith ,SM Harwood ,5
RR Pant ,GJ Maxwell ,5
T Thushara ,Harmeet Singh ,5
SP Fleming ,GD McGrath ,5
CA Lynn ,MM Sharma ,5
ST Jayasuriya ,A Flintoff ,5
SB Styris ,JH Kallis ,5
SC Ganguly ,SM Pollock ,5
Vishnu Vinod ,MM Sharma ,5
JP Duminy ,FH Edwards ,5
SS Tiwary ,AR Patel ,5
JP Duminy ,AC Thomas ,5
YK Pathan ,D du Preez ,5
DB Ravi Teja ,BA Bhatt ,5
ER Dwivedi ,YS Chahal ,5
PR Shah ,JH Kallis ,5
RG Sharma ,AC Voges ,5
HM Amla ,SK Raina ,5
S Sohal ,S Nadeem ,5
Yuvraj Singh ,R Sathish ,5
AG Paunikar ,Shakib Al Hasan ,5
Y Venugopal Rao ,Mashrafe Mortaza ,5
KK Nair ,KC Cariappa ,5
CH Gayle ,DP Nannes ,5
WP Saha ,CR Woakes ,5
TL Suman ,SR Watson ,4
MC Henriques ,Shakib Al Hasan ,4
MC Henriques ,M Morkel ,4
SM Pollock ,MS Gony ,4
AD Mascarenhas ,R Bhatia ,4
WP Saha ,DJ Hussey ,4
SK Raina ,SB Wagh ,4
BB McCullum ,RA Jadeja ,4
AB de Villiers ,V Pratap Singh ,4
DA Warner ,TS Mills ,4
SR Watson ,BA Stokes ,4
UBT Chand ,B Lee ,4
NJ Maddinson ,IC Pandey ,4
DB Das ,SK Trivedi ,4
A Flintoff ,DL Vettori ,4
PC Valthaty ,STR Binny ,4
RJ Peterson ,MJ Clarke ,4
TG Southee ,SL Malinga ,4
Ankit Sharma ,S Gopal ,4
DJ Hussey ,AB Agarkar ,4
PJ Sangwan ,IK Pathan ,4
S Rana ,IK Pathan ,4
LA Pomersbach ,M Muralitharan ,4
DH Yagnik ,R Ashwin ,4
A Ashish Reddy ,STR Binny ,4
KC Sangakkara ,VR Aaron ,4
AM Rahane ,MK Tiwary ,4
MA Starc ,PV Tambe ,4
GJ Bailey ,S Gopal ,4
RA Jadeja ,P Kumar ,4
Imran Tahir ,BCJ Cutting ,4
AR Patel ,R Bhatia ,4
PA Reddy ,SW Tait ,4
KS Williamson ,A Nehra ,4
MV Boucher ,Shahid Afridi ,4
NV Ojha ,DT Christian ,4
Mandeep Singh ,DJ Harris ,4
KK Cooper ,Iqbal Abdulla ,4
SC Ganguly ,Shakib Al Hasan ,4
RR Pant ,Sandeep Sharma ,4
AD Mathews ,KAJ Roach ,4
PP Chawla ,Yuvraj Singh ,4
SE Marsh ,KV Sharma ,4
VH Zol ,SR Watson ,4
GH Vihari ,MM Sharma ,4
RR Pant ,Yuvraj Singh ,4
R Dravid ,JEC Franklin ,4
MDKJ Perera ,IK Pathan ,4
DT Christian ,JD Unadkat ,4
RV Uthappa ,DE Bollinger ,4
AB de Villiers ,NM Coulter-Nile ,4
KA Pollard ,SK Warne ,4
CJ Ferguson ,KA Pollard ,4
SC Ganguly ,AM Nayar ,4
MK Pandey ,LMP Simmons ,4
B Lee ,SL Malinga ,4
RN ten Doeschate ,AD Mascarenhas ,4
BB McCullum ,D Wiese ,4
PA Patel ,A Mishra ,4
YK Pathan ,RE van der Merwe ,4
Y Venugopal Rao ,UT Yadav ,4
AC Gilchrist ,MN Samuels ,4
BB McCullum ,J Suchith ,4
CH Gayle ,PD Collingwood ,4
NV Ojha ,AS Rajpoot ,4
R Sathish ,Mustafizur Rahman ,4
MK Tiwary ,Yuvraj Singh ,4
CL White ,DE Bollinger ,4
SV Samson ,TG Southee ,4
S Badrinath ,UT Yadav ,4
PC Valthaty ,B Kumar ,4
AM Rahane ,KMDN Kulasekara ,4
DJG Sammy ,PV Tambe ,4
SD Chitnis ,VY Mahesh ,4
PR Shah ,Shoaib Ahmed ,4
A Chopra ,Harmeet Singh ,4
DPMD Jayawardene ,HV Patel ,4
NM Coulter-Nile ,D Wiese ,4
DT Christian ,MG Johnson ,4
JA Morkel ,GD McGrath ,4
AP Tare ,Imran Tahir ,4
TM Dilshan ,Iqbal Abdulla ,4
AC Gilchrist ,KP Pietersen ,4
DJ Hussey ,Jaskaran Singh ,4
KD Karthik ,Shoaib Ahmed ,4
HH Pandya ,Imran Tahir ,4
DA Miller ,GB Hogg ,4
HH Pandya ,Rashid Khan ,4
DA Warner ,SB Wagh ,4
C de Grandhomme ,Sandeep Sharma ,4
AD Mascarenhas ,R Sharma ,4
KD Karthik ,S Aravind ,4
STR Binny ,DR Smith ,4
Harmeet Singh ,SP Narine ,4
CJ McKay ,IK Pathan ,4
B Lee ,RP Singh ,4
RA Jadeja ,HH Pandya ,4
SA Asnodkar ,RR Raje ,4
M Vijay ,V Pratap Singh ,4
SS Tiwary ,Imran Tahir ,4
DJ Hussey ,DP Vijaykumar ,4
VRV Singh ,DS Kulkarni ,4
SE Marsh ,Umar Gul ,4
AG Murtaza ,CH Gayle ,4
MR Marsh ,DJ Bravo ,4
SS Iyer ,RS Bopara ,4
PA Patel ,K Rabada ,4
DT Christian ,RP Singh ,4
AT Rayudu ,Anureet Singh ,4
CH Morris ,Anureet Singh ,4
LA Pomersbach ,MM Sharma ,4
STR Binny ,NM Coulter-Nile ,4
LR Shukla ,M Ntini ,4
LR Shukla ,SB Jakati ,4
BB McCullum ,RE van der Merwe ,4
RA Jadeja ,Pankaj Singh ,4
M Kartik ,FH Edwards ,4
RE van der Merwe ,RA Jadeja ,4
DW Steyn ,MM Patel ,4
SE Marsh ,JJ Bumrah ,4
SV Samson ,R Shukla ,4
WP Saha ,KP Pietersen ,4
KV Sharma ,GB Hogg ,4
NLTC Perera ,MJ McClenaghan ,4
MA Agarwal ,R Bhatia ,4
J Botha ,M Muralitharan ,4
IK Pathan ,SB Jakati ,4
Shivam Sharma ,MA Starc ,4
R Dravid ,AG Murtaza ,4
S Nadeem ,AB Dinda ,4
JR Hopes ,AB Dinda ,4
MC Henriques ,DT Christian ,4
OA Shah ,JP Duminy ,4
DS Lehmann ,B Lee ,4
GH Vihari ,KA Pollard ,4
AM Nayar ,M Morkel ,4
KW Richardson ,GJ Maxwell ,4
Sunny Singh ,M Kartik ,4
SK Warne ,Shahid Afridi ,4
M Kartik ,A Nehra ,4
KD Karthik ,KH Pandya ,4
DJ Hooda ,HV Patel ,4
M Vijay ,NL McCullum ,4
R Tewatia ,BA Stokes ,4
NJ Maddinson ,SL Malinga ,4
Mandeep Singh ,B Lee ,4
AD Mathews ,DJ Bravo ,4
KM Jadhav ,STR Binny ,4
JC Buttler ,Swapnil Singh ,4
LMP Simmons ,MG Johnson ,4
KK Nair ,L Balaji ,4
MK Pandey ,T Shamsi ,4
AC Gilchrist ,RR Raje ,4
Joginder Sharma ,DP Nannes ,4
RE van der Merwe ,JO Holder ,4
JA Morkel ,B Kumar ,4
P Negi ,R Ashwin ,4
SK Raina ,P Suyal ,4
V Kohli ,V Pratap Singh ,4
VY Mahesh ,B Lee ,4
AB de Villiers ,Shoaib Ahmed ,4
UA Birla ,SP Narine ,4
RA Tripathi ,STR Binny ,4
Mohammad Hafeez ,Sohail Tanvir ,4
KW Richardson ,RA Jadeja ,4
DPMD Jayawardene ,R Sathish ,4
AP Tare ,IK Pathan ,4
AD Mathews ,SK Raina ,4
AC Gilchrist ,A Chandila ,4
BCJ Cutting ,MJ McClenaghan ,4
SK Trivedi ,A Nehra ,4
KC Sangakkara ,Shoaib Ahmed ,4
CH Morris ,Kuldeep Yadav ,4
S Sriram ,PC Valthaty ,4
RA Jadeja ,Kuldeep Yadav ,4
Q de Kock ,Iqbal Abdulla ,4
MC Henriques ,J Botha ,4
R Dravid ,DP Vijaykumar ,4
JP Faulkner ,PP Ojha ,4
KL Rahul ,KJ Abbott ,4
SA Asnodkar ,ST Jayasuriya ,4
JC Buttler ,A Choudhary ,4
GH Vihari ,JP Faulkner ,4
SL Malinga ,M Morkel ,4
SC Ganguly ,V Sehwag ,4
Sachin Baby ,PJ Cummins ,4
RT Ponting ,AA Noffke ,4
R McLaren ,A Symonds ,4
GD McGrath ,MM Patel ,4
CJ Anderson ,SL Malinga ,4
MM Sharma ,B Kumar ,4
R Dravid ,DR Smith ,4
Harbhajan Singh ,SB Jakati ,4
RS Sodhi ,SL Malinga ,4
DH Yagnik ,M Kartik ,4
PP Chawla ,Mohammed Shami ,4
DB Das ,L Balaji ,4
Harpreet Singh ,R Bhatia ,4
AS Rajpoot ,JJ Bumrah ,4
MS Wade ,DL Vettori ,4
MP Stoinis ,PP Chawla ,4
JH Kallis ,Ankit Sharma ,4
SA Yadav ,P Negi ,4
SN Khan ,AR Patel ,4
JC Buttler ,DJ Bravo ,4
SM Katich ,SK Trivedi ,4
M Muralitharan ,R Vinay Kumar ,4
AB de Villiers ,Bipul Sharma ,4
RA Jadeja ,JA Morkel ,4
MN van Wyk ,Z Khan ,4
AB de Villiers ,BA Stokes ,4
UT Khawaja ,Sandeep Sharma ,4
DM Bravo ,SN Thakur ,4
SS Iyer ,NM Coulter-Nile ,4
R Vinay Kumar ,RP Singh ,4
RN ten Doeschate ,MR Marsh ,4
SR Tendulkar ,A Chandila ,4
N Rana ,Imran Tahir ,4
KV Sharma ,KW Richardson ,4
V Kohli ,MP Stoinis ,4
R Sathish ,B Lee ,4
RP Singh ,S Sreesanth ,4
HV Patel ,MG Johnson ,4
KB Arun Karthik ,M Morkel ,4
PR Shah ,AM Salvi ,4
LA Pomersbach ,J Botha ,4
MA Agarwal ,PJ Cummins ,4
PP Chawla ,M Morkel ,4
KK Nair ,P Kumar ,4
JP Faulkner ,RS Bopara ,4
NM Coulter-Nile ,IC Pandey ,4
DW Steyn ,RA Jadeja ,4
RA Jadeja ,P Sahu ,4
KA Pollard ,JH Kallis ,4
PA Reddy ,P Awana ,4
DJ Hussey ,VY Mahesh ,4
SS Tiwary ,JA Morkel ,4
JP Faulkner ,KC Cariappa ,4
Harbhajan Singh ,Jaskaran Singh ,4
C Munro ,B Kumar ,4
PA Reddy ,P Kumar ,4
Sohail Tanvir ,M Ntini ,4
PV Tambe ,VR Aaron ,4
Yuvraj Singh ,JJ Bumrah ,4
MK Pandey ,CJ Jordan ,4
CM Gautam ,SP Narine ,4
PA Patel ,DP Nannes ,4
SPD Smith ,GJ Maxwell ,4
LR Shukla ,JA Morkel ,4
DPMD Jayawardene ,AC Voges ,4
SA Yadav ,JP Faulkner ,4
KS Williamson ,Shakib Al Hasan ,4
KC Sangakkara ,BAW Mendis ,4
Y Venugopal Rao ,J Syed Mohammad ,4
SPD Smith ,NM Coulter-Nile ,4
UT Yadav ,AD Mathews ,4
CL White ,BA Bhatt ,4
AJ Finch ,Sachin Baby ,4
R Dravid ,Iqbal Abdulla ,4
S Badrinath ,RA Jadeja ,4
DPMD Jayawardene ,NLTC Perera ,4
TL Suman ,R McLaren ,4
EJG Morgan ,SN Thakur ,4
SP Jackson ,Washington Sundar ,4
SK Warne ,I Sharma ,4
PJ Sangwan ,CRD Fernando ,4
SR Tendulkar ,SE Bond ,4
M Vijay ,ND Doshi ,4
DL Vettori ,SK Warne ,4
DPMD Jayawardene ,CH Morris ,4
AB McDonald ,M Morkel ,4
AB Agarkar ,SK Warne ,4
AB Agarkar ,RE van der Merwe ,4
JH Kallis ,BJ Hodge ,4
MK Pandey ,SMSM Senanayake ,4
PC Valthaty ,Anureet Singh ,4
TL Suman ,RA Jadeja ,4
SR Tendulkar ,J Botha ,4
RN ten Doeschate ,LJ Wright ,4
DW Steyn ,Sandeep Sharma ,4
DT Christian ,RJ Harris ,4
LA Carseldine ,FH Edwards ,4
AM Nayar ,YS Chahal ,4
M Manhas ,SL Malinga ,4
JP Faulkner ,AD Russell ,4
G Gambhir ,R Shukla ,4
DJ Hooda ,CH Morris ,4
KC Sangakkara ,HV Patel ,4
M Kaif ,R Bhatia ,4
RG Sharma ,JDP Oram ,4
KH Pandya ,UT Yadav ,4
CH Gayle ,LR Shukla ,4
R Ashwin ,Harbhajan Singh ,4
AJ Tye ,Sandeep Sharma ,4
WP Saha ,R Tewatia ,4
AD Mascarenhas ,Z Khan ,4
T Taibu ,RP Singh ,4
SP Narine ,STR Binny ,4
SA Yadav ,HH Pandya ,4
Misbah-ul-Haq ,MF Maharoof ,4
MA Starc ,DJ Bravo ,4
RR Sarwan ,P Amarnath ,4
AA Jhunjhunwala ,UT Yadav ,4
SS Iyer ,KA Pollard ,4
MR Marsh ,R Vinay Kumar ,4
B Lee ,S Sreesanth ,4
RV Uthappa ,TS Mills ,4
SR Watson ,VRV Singh ,4
HH Gibbs ,Yuvraj Singh ,4
DJ Jacobs ,NLTC Perera ,4
AD Mascarenhas ,YA Abdulla ,4
SP Goswami ,Shakib Al Hasan ,4
AJ Finch ,A Nehra ,4
DJG Sammy ,KV Sharma ,4
Gurkeerat Singh ,A Chandila ,4
CH Gayle ,Jaskaran Singh ,4
VVS Laxman ,AP Dole ,4
SPD Smith ,PJ Sangwan ,4
RR Rossouw ,KV Sharma ,4
AC Voges ,SL Malinga ,4
JH Kallis ,DT Christian ,4
AM Rahane ,PV Tambe ,4
M Kartik ,SK Raina ,4
R Sathish ,SJ Srivastava ,4
AR Bawne ,CR Woakes ,4
PR Shah ,BJ Hodge ,4
PP Chawla ,CH Morris ,4
CJ Anderson ,STR Binny ,4
RG Sharma ,Washington Sundar ,4
MK Pandey ,PJ Sangwan ,4
DJ Bravo ,D Kalyankrishna ,4
LRPL Taylor ,RG Sharma ,4
CM Gautam ,PP Chawla ,4
YK Pathan ,Harmeet Singh ,4
LA Pomersbach ,RE van der Merwe ,4
R Vinay Kumar ,M Muralitharan ,4
RV Uthappa ,AC Voges ,4
LRPL Taylor ,S Aravind ,4
KH Pandya ,DR Smith ,4
SR Tendulkar ,WD Parnell ,4
BJ Hodge ,A Nehra ,4
CA Pujara ,JJ Bumrah ,4
SN Khan ,DS Kulkarni ,4
DB Das ,IK Pathan ,4
AP Tare ,S Nadeem ,4
LA Pomersbach ,B Lee ,4
JH Kallis ,R McLaren ,4
HM Amla ,R Ashwin ,4
ST Jayasuriya ,B Akhil ,4
SB Bangar ,M Kartik ,4
DH Yagnik ,SMSM Senanayake ,4
Y Nagar ,R Bhatia ,4
RV Uthappa ,VRV Singh ,4
MV Boucher ,GD McGrath ,4
MV Boucher ,Harmeet Singh ,4
RV Uthappa ,KH Pandya ,4
R Dravid ,Shahid Afridi ,4
S Dhawan ,S Tyagi ,4
M Kartik ,SW Tait ,4
Yuvraj Singh ,Shahid Afridi ,4
WPUJC Vaas ,UT Yadav ,4
AG Paunikar ,JH Kallis ,4
PP Chawla ,SW Tait ,4
DS Kulkarni ,CJ Jordan ,4
KC Sangakkara ,Mohammad Asif ,4
MJ Guptill ,A Choudhary ,4
IK Pathan ,Anand Rajan ,4
AM Nayar ,KP Pietersen ,4
CH Gayle ,KP Appanna ,4
J Botha ,AB Agarkar ,4
RG Sharma ,B Akhil ,4
MK Tiwary ,Anand Rajan ,4
CA Pujara ,S Kaul ,4
JC Buttler ,Imran Tahir ,4
S Dhawan ,PM Sarvesh Kumar ,4
M Vijay ,P Awana ,4
RP Singh ,SK Warne ,4
M Kaif ,Z Khan ,4
MN Samuels ,NLTC Perera ,4
DA Warner ,BA Stokes ,4
CJ Anderson ,Yuvraj Singh ,4
R Sharma ,R McLaren ,4
DB Das ,S Sreesanth ,4
JP Faulkner ,AD Mathews ,4
NLTC Perera ,RP Singh ,4
IK Pathan ,MA Starc ,4
KM Jadhav ,PJ Cummins ,4
AB Agarkar ,DJ Bravo ,4
RV Gomez ,S Kaul ,4
MJ Guptill ,DR Smith ,4
K Goel ,DP Nannes ,4
GC Smith ,S Tyagi ,4
IK Pathan ,KK Cooper ,4
MC Henriques ,TS Mills ,4
LR Shukla ,Z Khan ,4
MS Dhoni ,KW Richardson ,4
SP Jackson ,B Kumar ,4
PR Shah ,S Sreesanth ,4
GJ Bailey ,AB Agarkar ,4
OA Shah ,Iqbal Abdulla ,4
JEC Franklin ,DJ Bravo ,4
MK Tiwary ,RG Sharma ,4
NV Ojha ,A Ashish Reddy ,4
Harpreet Singh ,SK Trivedi ,4
GJ Bailey ,DS Kulkarni ,4
M Vohra ,MM Sharma ,4
HH Pandya ,DT Christian ,4
DJ Bravo ,V Kohli ,4
AM Nayar ,L Balaji ,4
JR Hopes ,SK Warne ,4
RV Gomez ,B Lee ,4
SK Raina ,J Suchith ,4
KK Nair ,MM Sharma ,4
DW Steyn ,SL Malinga ,4
MK Pandey ,PC Valthaty ,4
M Muralitharan ,SR Watson ,4
K Rabada ,GJ Maxwell ,4
Harbhajan Singh ,P Awana ,4
NJ Maddinson ,JP Duminy ,4
M Morkel ,Harmeet Singh ,4
AJ Finch ,MR Marsh ,4
AB de Villiers ,DJ Hooda ,4
SA Yadav ,A Mishra ,4
KM Jadhav ,KP Appanna ,4
UBT Chand ,TG Southee ,4
AP Majumdar ,Shakib Al Hasan ,4
AJ Finch ,R Sharma ,4
MS Bisla ,IK Pathan ,4
AJ Tye ,AF Milne ,4
DR Martyn ,A Kumble ,4
R Sathish ,B Kumar ,4
BJ Hodge ,AR Patel ,4
Shoaib Malik ,B Lee ,4
AB de Villiers ,Shoaib Akhtar ,4
KV Sharma ,UT Yadav ,4
SS Tiwary ,Kuldeep Yadav ,4
PA Patel ,DJ Muthuswami ,4
GC Smith ,SB Jakati ,4
AB de Villiers ,TA Boult ,4
Y Venugopal Rao ,RE van der Merwe ,4
Imran Tahir ,AR Patel ,4
AT Rayudu ,JD Ryder ,4
Kuldeep Yadav ,HH Pandya ,4
V Kohli ,WPUJC Vaas ,4
SM Pollock ,Joginder Sharma ,4
Y Venugopal Rao ,SP Narine ,4
S Sreesanth ,SK Trivedi ,4
DW Steyn ,A Singh ,4
KP Pietersen ,PJ Sangwan ,4
DJ Hooda ,D Wiese ,4
AP Majumdar ,YK Pathan ,4
SP Goswami ,MS Gony ,4
GJ Maxwell ,S Aravind ,4
S Vidyut ,SM Pollock ,4
A Mishra ,KA Pollard ,4
KH Pandya ,STR Binny ,4
DJ Hooda ,RS Bopara ,4
SR Watson ,SPD Smith ,4
CL White ,RP Singh ,4
AR Patel ,DT Christian ,4
